Date,Region,Inpatient Hospitalizations,ICU Hospitalizations
2021-03-03,Saskatoon,54,10
2021-03-03,Central West,1,0
2021-03-03,Central East,5,1
2021-03-03,Regina,35,8
2021-03-03,South West,0,0
2021-03-03,South Central,2,0
2021-03-03,South East,4,0
2021-03-04,Far North West,3,0
2021-03-04,Far North Central,0,0
2021-03-04,Far North East,2,0
2021-03-04,North West,11,0
2021-03-04,North Central,14,0
2021-03-04,North East,2,0
2021-03-04,Saskatoon,52,10
2021-03-04,Central West,1,0
2021-03-04,Central East,5,1
2021-03-04,Regina,33,9
2021-03-04,South West,0,0
2021-03-04,South Central,0,0
2021-03-04,South East,3,0
2021-03-05,Far North West,3,0
2021-03-05,Far North Central,0,0
2021-03-05,Far North East,2,0
2021-03-05,North West,11,0
2021-03-05,North Central,9,2
2021-03-05,North East,3,0
2021-03-05,Saskatoon,52,9
2021-03-05,Central West,1,0
2021-03-05,Central East,4,1
2021-03-05,Regina,31,8
2021-03-05,South West,0,0
2021-03-05,South Central,0,0
2021-03-05,South East,2,0
2021-03-06,Far North West,3,0
2021-03-06,Far North Central,0,0
2021-03-06,Far North East,1,0
2021-03-06,North West,10,0
2021-03-06,North Central,8,2
2021-03-06,North East,1,0
2021-03-06,Saskatoon,57,10
2021-03-06,Central West,0,0
2021-03-06,Central East,3,1
2021-03-06,Regina,35,9
2021-03-06,South West,0,0
2021-03-06,South Central,0,0
2021-03-06,South East,2,0
2021-03-07,Far North West,3,0
2021-03-07,Far North Central,0,0
2021-03-07,Far North East,1,0
2021-03-07,North West,11,0
2021-03-07,North Central,10,1
2021-03-07,North East,1,0
2021-03-07,Saskatoon,50,11
2021-03-07,Central West,0,0
2021-03-07,Central East,3,1
2021-03-07,Regina,33,9
2021-03-07,South West,0,0
2021-03-07,South Central,0,0
2021-03-07,South East,2,0
2021-03-08,Far North West,3,0
2021-03-08,Far North Central,0,0
2021-03-08,Far North East,1,0
2021-03-08,North West,11,0
2021-03-08,North Central,8,1
2021-03-08,North East,1,0
2021-03-08,Saskatoon,47,12
2021-03-08,Central West,0,0
2021-03-08,Central East,3,2
2021-03-08,Regina,40,8
2021-03-08,South West,0,0
2021-03-08,South Central,0,0
2021-03-08,South East,3,0
2021-03-09,Far North West,2,0
2021-03-09,Far North Central,0,0
2021-03-09,Far North East,1,0
2021-03-09,North West,12,0
2021-03-09,North Central,8,2
2021-03-09,North East,2,0
2021-03-09,Saskatoon,44,11
2021-03-09,Central West,0,0
2021-03-09,Central East,3,2
2021-03-09,Regina,39,10
2021-03-09,South West,0,0
2021-03-09,South Central,0,0
2021-03-09,South East,3,0
2021-03-10,Far North West,2,0
2021-03-10,Far North Central,0,0
2021-03-10,Far North East,1,0
2021-03-10,North West,10,1
2021-03-10,North Central,10,0
2021-03-10,North East,2,0
2021-03-10,Saskatoon,44,12
2021-03-10,Central West,0,0
2021-03-10,Central East,4,2
2021-03-10,Regina,37,12
2021-03-10,South West,0,0
2021-03-10,South Central,0,0
2021-03-10,South East,2,0
2021-03-11,Far North West,2,0
2021-03-11,Far North Central,0,0
2021-03-11,Far North East,1,0
2021-03-11,North West,12,1
2021-03-11,North Central,9,1
2021-03-11,North East,0,0
2021-03-11,Saskatoon,43,11
2021-03-11,Central West,0,0
2021-03-11,Central East,5,2
2021-03-11,Regina,36,12
2021-03-11,South West,0,0
2021-03-11,South Central,0,0
2021-03-11,South East,2,0
2021-03-12,Far North West,2,0
2021-03-12,Far North Central,0,0
2021-03-12,Far North East,1,0
2021-03-12,North West,10,1
2021-03-12,North Central,6,1
2021-03-12,North East,0,0
2021-03-12,Saskatoon,43,13
2021-03-12,Central West,0,0
2021-03-12,Central East,5,2
2021-03-12,Regina,32,10
2021-03-12,South West,0,0
2021-03-12,South Central,1,0
2021-03-12,South East,2,0
2021-03-13,Far North West,2,0
2021-03-13,Far North Central,0,0
2021-03-13,Far North East,1,0
2021-03-13,North West,9,1
2021-03-13,North Central,6,1
2021-03-13,North East,0,0
2021-03-13,Saskatoon,45,14
2021-03-13,Central West,0,0
2021-03-13,Central East,4,2
2021-03-13,Regina,32,12
2021-03-13,South West,0,0
2021-03-13,South Central,2,0
2021-03-13,South East,2,0
2021-03-14,Far North West,2,0
2021-03-14,Far North Central,0,0
2021-03-14,Far North East,1,0
2021-03-14,North West,9,1
2021-03-14,North Central,7,1
2021-03-14,North East,0,0
2021-03-14,Saskatoon,44,13
2021-03-14,Central West,0,0
2021-03-14,Central East,5,2
2021-03-14,Regina,32,12
2021-03-14,South West,0,0
2021-03-14,South Central,1,0
2021-03-14,South East,1,0
2021-03-15,Far North West,2,0
2021-03-15,Far North Central,0,0
2021-03-15,Far North East,1,0
2021-03-15,North West,8,1
2021-03-15,North Central,7,0
2021-03-15,North East,0,0
2021-03-15,Saskatoon,44,14
2021-03-15,Central West,0,0
2021-03-15,Central East,7,3
2021-03-15,Regina,36,12
2021-03-15,South West,0,0
2021-03-15,South Central,1,0
2021-03-15,South East,1,0
2021-03-16,Far North West,3,0
2021-03-16,Far North Central,0,0
2021-03-16,Far North East,1,0
2021-03-16,North West,7,1
2021-03-16,North Central,6,0
2021-03-16,North East,0,0
2021-03-16,Saskatoon,42,15
2021-03-16,Central West,0,0
2021-03-16,Central East,6,3
2021-03-16,Regina,40,11
2021-03-16,South West,0,0
2021-03-16,South Central,1,1
2021-03-16,South East,1,0
2021-03-17,Far North West,2,0
2021-03-17,Far North Central,0,0
2021-03-17,Far North East,1,0
2021-03-17,North West,6,1
2021-03-17,North Central,5,0
2021-03-17,North East,0,0
2021-03-17,Saskatoon,42,15
2021-03-17,Central West,0,0
2021-03-17,Central East,7,3
2021-03-17,Regina,42,11
2021-03-17,South West,1,0
2021-03-17,South Central,1,1
2021-03-17,South East,1,0
2021-03-18,Far North West,3,0
2021-03-18,Far North Central,0,0
2021-03-18,Far North East,1,0
2021-03-18,North West,5,1
2021-03-18,North Central,6,0
2021-03-18,North East,0,0
2021-03-18,Saskatoon,41,11
2021-03-18,Central West,0,0
2021-03-18,Central East,6,3
2021-03-18,Regina,41,11
2021-03-18,South West,1,0
2021-03-18,South Central,2,1
2021-03-18,South East,3,0
2021-03-19,Far North West,3,0
2021-03-19,Far North Central,0,0
2021-03-19,Far North East,1,0
2021-03-19,North West,5,0
2021-03-19,North Central,6,0
2021-03-19,North East,0,0
2021-03-19,Saskatoon,42,10
2021-03-19,Central West,0,0
2021-03-19,Central East,6,3
2021-03-19,Regina,37,13
2021-03-19,South West,1,0
2021-03-19,South Central,3,1
2021-03-19,South East,2,0
2021-03-20,Far North West,3,0
2021-03-20,Far North Central,0,0
2021-03-20,Far North East,1,0
2021-03-20,North West,6,0
2021-03-20,North Central,6,0
2021-03-20,North East,0,0
2021-03-20,Saskatoon,42,9
2021-03-20,Central West,0,0
2021-03-20,Central East,6,3
2021-03-20,Regina,37,14
2021-03-20,South West,1,0
2021-03-20,South Central,4,1
2021-03-20,South East,2,0
2021-03-21,Far North West,3,0
2021-03-21,Far North Central,0,0
2021-03-21,Far North East,1,0
2021-03-21,North West,6,0
2021-03-21,North Central,5,0
2021-03-21,North East,0,0
2021-03-21,Saskatoon,41,10
2021-03-21,Central West,0,0
2021-03-21,Central East,6,2
2021-03-21,Regina,40,16
2021-03-21,South West,1,0
2021-03-21,South Central,4,1
2021-03-21,South East,3,0
2021-03-22,Far North West,3,0
2021-03-22,Far North Central,0,0
2021-03-22,Far North East,1,0
2021-03-22,North West,7,0
2021-03-22,North Central,6,0
2021-03-22,North East,0,0
2021-03-22,Saskatoon,41,10
2021-03-22,Central West,0,0
2021-03-22,Central East,6,2
2021-03-22,Regina,42,15
2021-03-22,South West,1,0
2021-03-22,South Central,5,1
2021-03-22,South East,3,0
2021-03-23,Far North West,4,0
2021-03-23,Far North Central,0,0
2021-03-23,Far North East,1,0
2021-03-23,North West,6,0
2021-03-23,North Central,6,0
2021-03-23,North East,1,0
2021-03-23,Saskatoon,42,8
2021-03-23,Central West,0,0
2021-03-23,Central East,9,2
2021-03-23,Regina,45,15
2021-03-23,South West,2,0
2021-03-23,South Central,4,1
2021-03-23,South East,6,0
2021-03-24,Far North West,4,0
2021-03-24,Far North Central,0,0
2021-03-24,Far North East,1,0
2021-03-24,North West,6,0
2021-03-24,North Central,6,0
2021-03-24,North East,1,0
2021-03-24,Saskatoon,41,8
2021-03-24,Central West,0,0
2021-03-24,Central East,7,2
2021-03-24,Regina,46,11
2021-03-24,South West,2,0
2021-03-24,South Central,4,1
2021-03-24,South East,7,0
2021-03-25,Far North West,1,0
2021-03-25,Far North Central,0,0
2021-03-25,Far North East,1,0
2021-03-25,North West,5,0
2021-03-25,North Central,5,0
2021-03-25,North East,1,0
2021-03-25,Saskatoon,41,6
2021-03-25,Central West,0,0
2021-03-25,Central East,8,2
2021-03-25,Regina,56,12
2021-03-25,South West,2,0
2021-03-25,South Central,3,2
2021-03-25,South East,9,0
2021-03-26,Far North West,1,0
2021-03-26,Far North Central,0,0
2021-03-26,Far North East,1,0
2021-03-26,North West,6,0
2021-03-26,North Central,6,0
2021-03-26,North East,1,0
2021-03-26,Saskatoon,37,5
2021-03-26,Central West,0,0
2021-03-26,Central East,9,2
2021-03-26,Regina,54,16
2021-03-26,South West,2,0
2021-03-26,South Central,4,1
2021-03-26,South East,10,0
2021-03-27,Far North West,0,0
2021-03-27,Far North Central,0,0
2021-03-27,Far North East,1,0
2021-03-27,North West,5,0
2021-03-27,North Central,7,0
2021-03-27,North East,1,0
2021-03-27,Saskatoon,38,5
2021-03-27,Central West,0,0
2021-03-27,Central East,9,2
2021-03-27,Regina,56,16
2021-03-27,South West,1,1
2021-03-27,South Central,1,1
2021-03-27,South East,8,0
2021-03-28,Far North West,0,0
2021-03-28,Far North Central,0,0
2021-03-28,Far North East,1,0
2021-03-28,North West,4,1
2021-03-28,North Central,7,0
2021-03-28,North East,1,0
2021-03-28,Saskatoon,36,6
2021-03-28,Central West,0,0
2021-03-28,Central East,10,2
2021-03-28,Regina,59,17
2021-03-28,South West,1,1
2021-03-28,South Central,1,0
2021-03-28,South East,8,0
2021-03-29,Far North West,0,0
2021-03-29,Far North Central,0,0
2021-03-29,Far North East,1,0
2021-03-29,North West,6,1
2021-03-29,North Central,9,1
2021-03-29,North East,1,0
2021-03-29,Saskatoon,38,6
2021-03-29,Central West,0,0
2021-03-29,Central East,9,2
2021-03-29,Regina,62,15
2021-03-29,South West,1,0
2021-03-29,South Central,1,0
2021-03-29,South East,9,0
2021-03-30,Far North West,0,0
2021-03-30,Far North Central,0,0
2021-03-30,Far North East,1,0
2021-03-30,North West,5,0
2021-03-30,North Central,8,1
2021-03-30,North East,0,0
2021-03-30,Saskatoon,36,6
2021-03-30,Central West,0,0
2021-03-30,Central East,10,1
2021-03-30,Regina,66,14
2021-03-30,South West,1,0
2021-03-30,South Central,2,0
2021-03-30,South East,9,0
2021-03-31,Far North West,0,0
2021-03-31,Far North Central,0,0
2021-03-31,Far North East,1,0
2021-03-31,North West,4,0
2021-03-31,North Central,6,2
2021-03-31,North East,0,0
2021-03-31,Saskatoon,38,5
2021-03-31,Central West,0,0
2021-03-31,Central East,10,1
2021-03-31,Regina,74,15
2021-03-31,South West,1,0
2021-03-31,South Central,2,0
2021-03-31,South East,7,0
2021-04-01,Far North West,0,0
2021-04-01,Far North Central,0,0
2021-04-01,Far North East,1,0
2021-04-01,North West,6,0
2021-04-01,North Central,2,0
2021-04-01,North East,0,0
2021-04-01,Saskatoon,49,10
2021-04-01,Central West,0,0
2021-04-01,Central East,8,1
2021-04-01,Regina,78,23
2021-04-01,South West,1,0
2021-04-01,South Central,2,0
2021-04-01,South East,11,0
2021-04-02,Far North West,0,0
2021-04-02,Far North Central,0,0
2021-04-02,Far North East,1,0
2021-04-02,North West,6,1
2021-04-02,North Central,2,2
2021-04-02,North East,0,0
2021-04-02,Saskatoon,48,9
2021-04-02,Central West,0,0
2021-04-02,Central East,10,1
2021-04-02,Regina,80,23
2021-04-02,South West,0,0
2021-04-02,South Central,2,1
2021-04-02,South East,7,0
2021-04-03,Far North West,0,0
2021-04-03,Far North Central,0,0
2021-04-03,Far North East,1,0
2021-04-03,North West,9,0
2021-04-03,North Central,2,2
2021-04-03,North East,0,0
2021-04-03,Saskatoon,41,9
2021-04-03,Central West,0,0
2021-04-03,Central East,12,2
2021-04-03,Regina,72,26
2021-04-03,South West,0,0
2021-04-03,South Central,1,3
2021-04-03,South East,9,0
2021-04-04,Far North West,0,0
2021-04-04,Far North Central,0,0
2021-04-04,Far North East,1,0
2021-04-04,North West,10,0
2021-04-04,North Central,2,2
2021-04-04,North East,0,0
2021-04-04,Saskatoon,45,10
2021-04-04,Central West,1,0
2021-04-04,Central East,13,2
2021-04-04,Regina,69,27
2021-04-04,South West,0,0
2021-04-04,South Central,1,3
2021-04-04,South East,8,0
2021-04-05,Far North West,0,0
2021-04-05,Far North Central,0,0
2021-04-05,Far North East,1,0
2021-04-05,North West,8,0
2021-04-05,North Central,2,3
2021-04-05,North East,0,0
2021-04-05,Saskatoon,47,8
2021-04-05,Central West,0,0
2021-04-05,Central East,11,2
2021-04-05,Regina,67,31
2021-04-05,South West,0,0
2021-04-05,South Central,2,3
2021-04-05,South East,10,0
2021-04-06,Far North West,2,0
2021-04-06,Far North Central,0,0
2021-04-06,Far North East,1,0
2021-04-06,North West,8,0
2021-04-06,North Central,2,4
2021-04-06,North East,0,0
2021-04-06,Saskatoon,45,6
2021-04-06,Central West,0,0
2021-04-06,Central East,11,2
2021-04-06,Regina,77,30
2021-04-06,South West,0,0
2021-04-06,South Central,2,2
2021-04-06,South East,10,0
2021-04-07,Far North West,2,0
2021-04-07,Far North Central,0,0
2021-04-07,Far North East,1,0
2021-04-07,North West,9,0
2021-04-07,North Central,3,4
2021-04-07,North East,0,0
2021-04-07,Saskatoon,42,6
2021-04-07,Central West,0,0
2021-04-07,Central East,17,2
2021-04-07,Regina,76,27
2021-04-07,South West,0,0
2021-04-07,South Central,1,3
2021-04-07,South East,8,0
2021-04-08,Far North West,2,0
2021-04-08,Far North Central,0,0
2021-04-08,Far North East,1,0
2021-04-08,North West,9,0
2021-04-08,North Central,3,4
2021-04-08,North East,1,0
2021-04-08,Saskatoon,41,7
2021-04-08,Central West,0,0
2021-04-08,Central East,14,3
2021-04-08,Regina,82,25
2021-04-08,South West,0,0
2021-04-08,South Central,3,2
2021-04-08,South East,9,0
2021-04-09,Far North West,2,0
2021-04-09,Far North Central,0,0
2021-04-09,Far North East,1,0
2021-04-09,North West,5,0
2021-04-09,North Central,3,5
2021-04-09,North East,1,0
2021-04-09,Saskatoon,42,7
2021-04-09,Central West,0,0
2021-04-09,Central East,14,3
2021-04-09,Regina,82,25
2021-04-09,South West,0,0
2021-04-09,South Central,3,3
2021-04-09,South East,10,0
2021-04-10,Far North West,2,0
2021-04-10,Far North Central,0,0
2021-04-10,Far North East,1,0
2021-04-10,North West,4,0
2021-04-10,North Central,3,5
2021-04-10,North East,1,0
2021-04-10,Saskatoon,38,9
2021-04-10,Central West,0,0
2021-04-10,Central East,13,3
2021-04-10,Regina,75,24
2021-04-10,South West,0,2
2021-04-10,South Central,2,3
2021-04-10,South East,6,0
2021-04-11,Far North West,2,0
2021-04-11,Far North Central,0,0
2021-04-11,Far North East,1,0
2021-04-11,North West,4,0
2021-04-11,North Central,3,5
2021-04-11,North East,2,0
2021-04-11,Saskatoon,43,9
2021-04-11,Central West,0,0
2021-04-11,Central East,12,3
2021-04-11,Regina,78,25
2021-04-11,South West,1,1
2021-04-11,South Central,0,3
2021-04-11,South East,7,0
2021-04-12,Far North West,2,0
2021-04-12,Far North Central,0,0
2021-04-12,Far North East,1,0
2021-04-12,North West,4,0
2021-04-12,North Central,7,3
2021-04-12,North East,2,0
2021-04-12,Saskatoon,46,5
2021-04-12,Central West,0,0
2021-04-12,Central East,10,3
2021-04-12,Regina,77,26
2021-04-12,South West,1,1
2021-04-12,South Central,0,3
2021-04-12,South East,7,0
2021-04-13,Far North West,2,0
2021-04-13,Far North Central,0,0
2021-04-13,Far North East,1,0
2021-04-13,North West,2,0
2021-04-13,North Central,8,2
2021-04-13,North East,1,0
2021-04-13,Saskatoon,47,6
2021-04-13,Central West,0,0
2021-04-13,Central East,10,2
2021-04-13,Regina,80,28
2021-04-13,South West,3,1
2021-04-13,South Central,0,2
2021-04-13,South East,7,0
2021-04-14,Far North West,1,0
2021-04-14,Far North Central,0,0
2021-04-14,Far North East,1,0
2021-04-14,North West,2,0
2021-04-14,North Central,9,1
2021-04-14,North East,1,0
2021-04-14,Saskatoon,43,8
2021-04-14,Central West,0,0
2021-04-14,Central East,10,2
2021-04-14,Regina,79,27
2021-04-14,South West,3,1
2021-04-14,South Central,2,2
2021-04-14,South East,11,0
2021-04-15,Far North West,1,0
2021-04-15,Far North Central,0,0
2021-04-15,Far North East,1,0
2021-04-15,North West,3,0
2021-04-15,North Central,6,1
2021-04-15,North East,2,0
2021-04-15,Saskatoon,40,9
2021-04-15,Central West,0,0
2021-04-15,Central East,10,2
2021-04-15,Regina,73,27
2021-04-15,South West,1,1
2021-04-15,South Central,1,1
2021-04-15,South East,9,0
2021-04-16,Far North West,1,0
2021-04-16,Far North Central,0,0
2021-04-16,Far North East,1,0
2021-04-16,North West,5,0
2021-04-16,North Central,7,1
2021-04-16,North East,2,0
2021-04-16,Saskatoon,39,9
2021-04-16,Central West,0,0
2021-04-16,Central East,13,1
2021-04-16,Regina,66,30
2021-04-16,South West,0,1
2021-04-16,South Central,4,2
2021-04-16,South East,8,0
2021-04-17,Far North West,1,0
2021-04-17,Far North Central,0,0
2021-04-17,Far North East,1,0
2021-04-17,North West,5,0
2021-04-17,North Central,7,3
2021-04-17,North East,1,0
2021-04-17,Saskatoon,39,10
2021-04-17,Central West,0,0
2021-04-17,Central East,10,1
2021-04-17,Regina,66,31
2021-04-17,South West,1,0
2021-04-17,South Central,6,2
2021-04-17,South East,8,0
2021-04-18,Far North West,1,0
2021-04-18,Far North Central,0,0
2021-04-18,Far North East,1,0
2021-04-18,North West,4,0
2021-04-18,North Central,7,2
2021-04-18,North East,1,0
2021-04-18,Saskatoon,42,10
2021-04-18,Central West,0,0
2021-04-18,Central East,8,1
2021-04-18,Regina,66,30
2021-04-18,South West,1,0
2021-04-18,South Central,6,2
2021-04-18,South East,7,0
2021-04-19,Far North West,1,0
2021-04-19,Far North Central,0,0
2021-04-19,Far North East,1,0
2021-04-19,North West,5,0
2021-04-19,North Central,6,1
2021-04-19,North East,1,0
2021-04-19,Saskatoon,47,9
2021-04-19,Central West,0,0
2021-04-19,Central East,7,1
2021-04-19,Regina,74,31
2021-04-19,South West,1,0
2021-04-19,South Central,6,1
2021-04-19,South East,8,0
2021-04-20,Far North West,1,0
2021-04-20,Far North Central,0,0
2021-04-20,Far North East,1,0
2021-04-20,North West,3,0
2021-04-20,North Central,5,2
2021-04-20,North East,1,0
2021-04-20,Saskatoon,45,10
2021-04-20,Central West,1,0
2021-04-20,Central East,6,1
2021-04-20,Regina,69,35
2021-04-20,South West,1,0
2021-04-20,South Central,4,3
2021-04-20,South East,7,0
2021-04-21,Far North West,0,0
2021-04-21,Far North Central,0,0
2021-04-21,Far North East,1,0
2021-04-21,North West,2,0
2021-04-21,North Central,7,2
2021-04-21,North East,1,0
2021-04-21,Saskatoon,47,8
2021-04-21,Central West,1,0
2021-04-21,Central East,8,4
2021-04-21,Regina,56,34
2021-04-21,South West,1,0
2021-04-21,South Central,4,1
2021-04-21,South East,8,0
2021-04-22,Far North West,0,0
2021-04-22,Far North Central,0,0
2021-04-22,Far North East,1,0
2021-04-22,North West,5,0
2021-04-22,North Central,6,2
2021-04-22,North East,0,0
2021-04-22,Saskatoon,43,8
2021-04-22,Central West,0,0
2021-04-22,Central East,8,3
2021-04-22,Regina,53,34
2021-04-22,South West,1,1
2021-04-22,South Central,4,0
2021-04-22,South East,8,0
2021-04-23,Far North West,0,0
2021-04-23,Far North Central,0,0
2021-04-23,Far North East,1,0
2021-04-23,North West,9,0
2021-04-23,North Central,7,2
2021-04-23,North East,0,0
2021-04-23,Saskatoon,44,11
2021-04-23,Central West,0,0
2021-04-23,Central East,8,2
2021-04-23,Regina,51,35
2021-04-23,South West,3,2
2021-04-23,South Central,4,0
2021-04-23,South East,7,0
2021-04-24,Far North West,0,0
2021-04-24,Far North Central,0,0
2021-04-24,Far North East,1,0
2021-04-24,North West,11,0
2021-04-24,North Central,7,3
2021-04-24,North East,0,0
2021-04-24,Saskatoon,46,11
2021-04-24,Central West,0,0
2021-04-24,Central East,5,2
2021-04-24,Regina,52,34
2021-04-24,South West,3,1
2021-04-24,South Central,3,0
2021-04-24,South East,7,0
